-0.015747046,0.009993379
-1.11E-17,0
-0.007139409,0.016498202
-0.010851128,-0.001197976
0.002011183,0.010542992
-0.015097277,0.007993597
-2.22E-17,-1.11E-17
-0.007746334,0.014630279
-0.009900528,-0.001888627
0.001090074,0.009873767
-0.014545121,0.006294236
-2.22E-17,-8.33E-18
-0.008267242,0.013027089
-0.009080768,-0.002484217
0.000292075,0.009293987
-0.014064617,0.004815395
2.78E-18,-2.78E-18
-0.008724466,0.011619898
-0.008358252,-0.003009156
-0.000414098,0.008780922
-0.01363773,0.003501574
-2.78E-18,-6.94E-18
-0.009133761,0.010360218
-0.0077091,-0.003480792
-0.001050845,0.008318298
-0.013251458,0.00231275
-1.39E-18,7.98E-18
-0.00950665,0.009212585
-0.007115726,-0.003911904
-0.001634778,0.007894046
-0.01289609,0.001219039
2.78E-18,1.39E-18
-0.009851852,0.008150161
-0.006564733,-0.004312224
-0.002178635,0.007498911
-0.01256413,0.000197373
3.19E-17,-2.22E-17
-0.010176191,0.007151947
-0.006045565,-0.004689421
-0.002692521,0.00712555
-0.012249591,-0.000770679
-1.39E-18,-4.16E-18
-0.010485196,0.006200928
-0.005549608,-0.005049755
-0.003184745,0.006767929
-0.011947512,-0.001700383
-2.78E-18,-6.94E-18
-0.010783517,0.005282791
-0.005069559,-0.005398532
-0.003662409,0.006420886
-0.011653619,-0.002604892
2.78E-18,0
-0.011075229,0.004384993
-0.004598961,-0.005740441
-0.004131843,0.006079822
-0.011364067,-0.003496043
-6.25E-18,2.78E-18
-0.011364067,0.003496043
-0.004131843,-0.006079822
-0.004598961,0.005740441
-0.011075229,-0.004384993
1.39E-17,-7.63E-18
-0.011653619,0.002604892
-0.003662409,-0.006420886
-0.005069559,0.005398532
-0.010783517,-0.005282791
-6.94E-19,1.18E-17
-0.011947512,0.001700383
-0.003184745,-0.006767929
-0.005549608,0.005049755
-0.010485196,-0.006200928
-2.08E-18,-3.47E-18
-0.012249591,0.000770679
-0.002692521,-0.00712555
-0.006045565,0.004689421
-0.010176191,-0.007151947
-4.44E-17,1.25E-17
-0.01256413,-0.000197373
-0.002178635,-0.007498911
-0.006564733,0.004312224
-0.009851852,-0.008150161
-2.08E-18,2.78E-18
-0.01289609,-0.001219039
-0.001634778,-0.007894046
-0.007115726,0.003911904
-0.00950665,-0.009212585
-3.47E-18,2.78E-18
-0.013251458,-0.00231275
-0.001050845,-0.008318298
-0.0077091,0.003480792
-0.009133761,-0.010360218
1.39E-18,-5.00E-17
-0.01363773,-0.003501574
-0.000414098,-0.008780922
-0.008358252,0.003009156
-0.008724466,-0.011619898
6.94E-19,1.11E-17
-0.014064617,-0.004815395
0.000292075,-0.009293987
-0.009080768,0.002484217
-0.008267242,-0.013027089
-1.56E-17,5.55E-18
-0.014545121,-0.006294236
0.001090074,-0.009873767
-0.009900528,0.001888627
-0.007746334,-0.014630279
6.07E-18,1.11E-17
-0.015097277,-0.007993597
0.002011183,-0.010542992
-0.010851128,0.001197976
-0.007139409,-0.016498202
-6.94E-19,-1.39E-18
-0.015747046,-0.009993379
0.00310081,-0.011334652
-0.011981735,0.000376541
-0.006413503,-0.01873231
-2.22E-17,-1.39E-17
-0.016533443,-0.01241366
0.004427839,-0.012298795
-0.013367676,-0.000630404
-0.005517598,-0.021489624
-4.86E-18,0
-0.017518172,-0.015444346
0.006102479,-0.013515492
-0.015130927,-0.001911481
-0.004368024,-0.025027649
0,-4.86E-18
-0.018805225,-0.019405487
0.008313219,-0.015121688
-0.017483373,-0.003620633
-0.002817034,-0.029801105
-2.01E-17,-2.91E-17
-0.020584957,-0.024882938
0.011411969,-0.017373062
-0.020829026,-0.006051391
-0.00057648,-0.036696822
6.25E-18,2.78E-18
-0.023247768,-0.033078227
0.016141094,-0.020808973
-0.026046626,-0.0098422
0.003001596,-0.047709008
-1.94E-17,-3.33E-17
-0.027741357,-0.046908072
0.024384345,-0.026798045
-0.035478724,-0.01669502
0.009742754,-0.068456158
2.08E-18,0
-0.037118822,-0.075768942
0.042733778,-0.040129689
-0.058159657,-0.033173683
0.027556884,-0.123282413
-6.94E-19,2.22E-17
-0.069697475,-0.176035728
0.121725761,-0.097520724
-0.193463075,-0.13147737
0.222546729,-0.723399449
1,-8.33E-18
0.222546729,0.723399449
-0.193463075,0.13147737
0.121725761,0.097520724
-0.069697475,0.176035728
-5.55E-18,-2.60E-17
0.027556884,0.123282413
-0.058159657,0.033173683
0.042733778,0.040129689
-0.037118822,0.075768942
5.55E-18,-3.99E-18
0.009742754,0.068456158
-0.035478724,0.01669502
0.024384345,0.026798045
-0.027741357,0.046908072
2.08E-18,1.73E-18
0.003001596,0.047709008
-0.026046626,0.0098422
0.016141094,0.020808973
-0.023247768,0.033078227
5.55E-18,-2.78E-18
-0.00057648,0.036696822
-0.020829026,0.006051391
0.011411969,0.017373062
-0.020584957,0.024882938
-1.11E-17,3.89E-17
-0.002817034,0.029801105
-0.017483373,0.003620633
0.008313219,0.015121688
-0.018805225,0.019405487
0,1.11E-17
-0.004368024,0.025027649
-0.015130927,0.001911481
0.006102479,0.013515492
-0.017518172,0.015444346
-1.11E-17,5.55E-18
-0.005517598,0.021489624
-0.013367676,0.000630404
0.004427839,0.012298795
-0.016533443,0.01241366
2.22E-17,3.61E-17
-0.006413503,0.01873231
-0.011981735,-0.000376541
0.00310081,0.011334652
-0.015747046,0.009993379
2.78E-18,-5.55E-18
-0.007139409,0.016498202
-0.010851128,-0.001197976
0.002011183,0.010542992
-0.015097277,0.007993597
1.39E-18,2.78E-18
-0.007746334,0.014630279
-0.009900528,-0.001888627
0.001090074,0.009873767
-0.014545121,0.006294236
-5.55E-18,-5.55E-18
-0.008267242,0.013027089
-0.009080768,-0.002484217
0.000292075,0.009293987
-0.014064617,0.004815395
-6.94E-18,6.94E-18
-0.008724466,0.011619898
-0.008358252,-0.003009156
-0.000414098,0.008780922
-0.01363773,0.003501574
1.11E-17,-1.39E-18
-0.009133761,0.010360218
-0.0077091,-0.003480792
-0.001050845,0.008318298
-0.013251458,0.00231275
0,5.55E-18
-0.00950665,0.009212585
-0.007115726,-0.003911904
-0.001634778,0.007894046
-0.01289609,0.001219039
2.78E-18,-2.78E-18
-0.009851852,0.008150161
-0.006564733,-0.004312224
-0.002178635,0.007498911
-0.01256413,0.000197373
0,0
-0.010176191,0.007151947
-0.006045565,-0.004689421
-0.002692521,0.00712555
-0.012249591,-0.000770679
4.32E-19,-1.07E-18
-0.010485196,0.006200928
-0.005549608,-0.005049755
-0.003184745,0.006767929
-0.011947512,-0.001700383
-1.53E-18,1.64E-19
-0.010783517,0.005282791
-0.005069559,-0.005398532
-0.003662409,0.006420886
-0.011653619,-0.002604892
1.35E-17,-1.42E-17
-0.011075229,0.004384993
-0.004598961,-0.005740441
-0.004131843,0.006079822
-0.011364067,-0.003496043
-4.57E-18,4.42E-18
-0.011364067,0.003496043
-0.004131843,-0.006079822
-0.004598961,0.005740441
-0.011075229,-0.004384993
-1.95E-18,-1.57E-17
-0.011653619,0.002604892
-0.003662409,-0.006420886
-0.005069559,0.005398532
-0.010783517,-0.005282791
-4.74E-18,9.51E-19
-0.011947512,0.001700383
-0.003184745,-0.006767929
-0.005549608,0.005049755
-0.010485196,-0.006200928
-1.73E-18,-3.23E-18
-0.012249591,0.000770679
-0.002692521,-0.00712555
-0.006045565,0.004689421
-0.010176191,-0.007151947
-4.44E-17,3.36E-19
-0.01256413,-0.000197373
-0.002178635,-0.007498911
-0.006564733,0.004312224
-0.009851852,-0.008150161
-2.93E-20,3.05E-19
-0.01289609,-0.001219039
-0.001634778,-0.007894046
-0.007115726,0.003911904
-0.00950665,-0.009212585
-5.28E-18,2.16E-18
-0.013251458,-0.00231275
-0.001050845,-0.008318298
-0.0077091,0.003480792
-0.009133761,-0.010360218
1.70E-17,7.12E-18
-0.01363773,-0.003501574
-0.000414098,-0.008780922
-0.008358252,0.003009156
-0.008724466,-0.011619898
3.78E-18,-1.24E-17
-0.014064617,-0.004815395
0.000292075,-0.009293987
-0.009080768,0.002484217
-0.008267242,-0.013027089
3.47E-18,-8.33E-18
-0.014545121,-0.006294236
0.001090074,-0.009873767
-0.009900528,0.001888627
-0.007746334,-0.014630279
-2.08E-18,2.78E-18
-0.015097277,-0.007993597
0.002011183,-0.010542992
-0.010851128,0.001197976
-0.007139409,-0.016498202
3.47E-18,-2.08E-18
-0.015747046,-0.009993379
0.00310081,-0.011334652
-0.011981735,0.000376541
-0.006413503,-0.01873231
0,-1.04E-17
-0.016533443,-0.01241366
0.004427839,-0.012298795
-0.013367676,-0.000630404
-0.005517598,-0.021489624
-6.94E-18,0
-0.017518172,-0.015444346
0.006102479,-0.013515492
-0.015130927,-0.001911481
-0.004368024,-0.025027649
2.78E-18,8.33E-18
-0.018805225,-0.019405487
0.008313219,-0.015121688
-0.017483373,-0.003620633
-0.002817034,-0.029801105
-2.08E-17,-1.04E-17
-0.020584957,-0.024882938
0.011411969,-0.017373062
-0.020829026,-0.006051391
-0.00057648,-0.036696822
1.04E-18,-6.94E-19
-0.023247768,-0.033078227
0.016141094,-0.020808973
-0.026046626,-0.0098422
0.003001596,-0.047709008
-5.55E-18,3.12E-18
-0.027741357,-0.046908072
0.024384345,-0.026798045
-0.035478724,-0.01669502
0.009742754,-0.068456158
5.55E-18,-1.39E-18
-0.037118822,-0.075768942
0.042733778,-0.040129689
-0.058159657,-0.033173683
0.027556884,-0.123282413
2.08E-18,2.57E-17
-0.069697475,-0.176035728
0.121725761,-0.097520724
-0.193463075,-0.13147737
0.222546729,-0.723399449
1,3.61E-17
0.222546729,0.723399449
-0.193463075,0.13147737
0.121725761,0.097520724
-0.069697475,0.176035728
-5.55E-18,-2.78E-17
0.027556884,0.123282413
-0.058159657,0.033173683
0.042733778,0.040129689
-0.037118822,0.075768942
-2.78E-18,0
0.009742754,0.068456158
-0.035478724,0.01669502
0.024384345,0.026798045
-0.027741357,0.046908072
0,-4.44E-17
0.003001596,0.047709008
-0.026046626,0.0098422
0.016141094,0.020808973
-0.023247768,0.033078227
0,-1.11E-17
-0.00057648,0.036696822
-0.020829026,0.006051391
0.011411969,0.017373062
-0.020584957,0.024882938
-3.33E-17,1.67E-17
-0.002817034,0.029801105
-0.017483373,0.003620633
0.008313219,0.015121688
-0.018805225,0.019405487
8.33E-18,-1.11E-17
-0.004368024,0.025027649
-0.015130927,0.001911481
0.006102479,0.013515492
-0.017518172,0.015444346
0,-8.33E-18
-0.005517598,0.021489624
-0.013367676,0.000630404
0.004427839,0.012298795
-0.016533443,0.01241366
-4.44E-17,-4.16E-18
-0.006413503,0.01873231
-0.011981735,-0.000376541
0.00310081,0.011334652
-0.015747046,0.009993379
-2.78E-18,1.39E-18
-0.007139409,0.016498202
-0.010851128,-0.001197976
0.002011183,0.010542992
-0.015097277,0.007993597
2.78E-18,-1.39E-17
-0.007746334,0.014630279
-0.009900528,-0.001888627
0.001090074,0.009873767
-0.014545121,0.006294236
-1.11E-17,-6.66E-17
-0.008267242,0.013027089
-0.009080768,-0.002484217
0.000292075,0.009293987
-0.014064617,0.004815395
-4.16E-18,-2.78E-18
-0.008724466,0.011619898
-0.008358252,-0.003009156
-0.000414098,0.008780922
-0.01363773,0.003501574
-4.16E-18,-6.94E-18
-0.009133761,0.010360218
-0.0077091,-0.003480792
-0.001050845,0.008318298
-0.013251458,0.00231275
5.55E-18,1.18E-17
-0.00950665,0.009212585
-0.007115726,-0.003911904
-0.001634778,0.007894046
-0.01289609,0.001219039
1.39E-18,8.33E-18
-0.009851852,0.008150161
-0.006564733,-0.004312224
-0.002178635,0.007498911
-0.01256413,0.000197373
-1.11E-17,2.78E-18
-0.010176191,0.007151947
-0.006045565,-0.004689421
-0.002692521,0.00712555
-0.012249591,-0.000770679
2.78E-18,6.59E-18
-0.010485196,0.006200928
-0.005549608,-0.005049755
-0.003184745,0.006767929
-0.011947512,-0.001700383
-5.55E-18,4.16E-18
-0.010783517,0.005282791
-0.005069559,-0.005398532
-0.003662409,0.006420886
-0.011653619,-0.002604892
-9.71E-18,-5.55E-18
-0.011075229,0.004384993
-0.004598961,-0.005740441
-0.004131843,0.006079822
-0.011364067,-0.003496043
-6.94E-18,-5.55E-18
-0.011364067,0.003496043
-0.004131843,-0.006079822
-0.004598961,0.005740441
-0.011075229,-0.004384993
-2.78E-18,-1.11E-17
-0.011653619,0.002604892
-0.003662409,-0.006420886
-0.005069559,0.005398532
-0.010783517,-0.005282791
0,-5.55E-18
-0.011947512,0.001700383
-0.003184745,-0.006767929
-0.005549608,0.005049755
-0.010485196,-0.006200928
-2.78E-18,2.78E-18
-0.012249591,0.000770679
-0.002692521,-0.00712555
-0.006045565,0.004689421
-0.010176191,-0.007151947
-1.11E-17,4.16E-18
-0.01256413,-0.000197373
-0.002178635,-0.007498911
-0.006564733,0.004312224
-0.009851852,-0.008150161
-5.55E-18,0
-0.01289609,-0.001219039
-0.001634778,-0.007894046
-0.007115726,0.003911904
-0.00950665,-0.009212585
0,1.39E-17
-0.013251458,-0.00231275
-0.001050845,-0.008318298
-0.0077091,0.003480792
-0.009133761,-0.010360218
5.55E-18,-1.67E-17
-0.01363773,-0.003501574
-0.000414098,-0.008780922
-0.008358252,0.003009156
-0.008724466,-0.011619898
-3.47E-18,4.86E-18
-0.014064617,-0.004815395
0.000292075,-0.009293987
-0.009080768,0.002484217
-0.008267242,-0.013027089
1.04E-17,-7.63E-18
-0.014545121,-0.006294236
0.001090074,-0.009873767
-0.009900528,0.001888627
-0.007746334,-0.014630279
-2.78E-18,1.25E-17
-0.015097277,-0.007993597
0.002011183,-0.010542992
-0.010851128,0.001197976
-0.007139409,-0.016498202
0,1.39E-17
-0.015747046,-0.009993379
0.00310081,-0.011334652
-0.011981735,0.000376541
-0.006413503,-0.01873231
0,-3.05E-17
-0.016533443,-0.01241366
0.004427839,-0.012298795
-0.013367676,-0.000630404
-0.005517598,-0.021489624
6.94E-19,-6.94E-19
-0.017518172,-0.015444346
0.006102479,-0.013515492
-0.015130927,-0.001911481
-0.004368024,-0.025027649
-7.98E-18,2.43E-18
-0.018805225,-0.019405487
0.008313219,-0.015121688
-0.017483373,-0.003620633
-0.002817034,-0.029801105
1.73E-18,7.29E-18
-0.020584957,-0.024882938
0.011411969,-0.017373062
-0.020829026,-0.006051391
-0.00057648,-0.036696822
4.51E-18,-6.94E-19
-0.023247768,-0.033078227
0.016141094,-0.020808973
-0.026046626,-0.0098422
0.003001596,-0.047709008
-1.39E-17,-6.94E-19
-0.027741357,-0.046908072
0.024384345,-0.026798045
-0.035478724,-0.01669502
0.009742754,-0.068456158
-2.78E-18,-4.16E-18
-0.037118822,-0.075768942
0.042733778,-0.040129689
-0.058159657,-0.033173683
0.027556884,-0.123282413
0,3.19E-17
-0.069697475,-0.176035728
0.121725761,-0.097520724
-0.193463075,-0.13147737
0.222546729,-0.723399449
